customer_id,initial_loan,days_since_last_loan,on_time_payment_pct,increases_2023,total_profit,risk_category,eligible,remaining_increase_slots,exposure,capital_required,took_increases,profit_per_increase_observed,default_proxy,default_prob,loss_given_default,uptake_probability,expected_profit,uptake_p,ev_profit,incremental_exposure
15224,550,84,96.83,0,0,prime,True,6,550,82.5,0,0.0,0,0.03,82.5,0.5076252242306564,19.4037495995257,0.5076252242306564,19.4037495995257,850
14676,561,65,99.36,0,0,prime,True,6,561,84.14999999999999,0,0.0,0,0.03,84.14999999999999,0.5078257482981964,19.403154366884966,0.5078257482981964,19.403154366884966,861
26834,527,144,98.07,0,0,prime,True,6,527,79.05,0,0.0,0,0.03,79.05,0.5071383460935881,19.402386797366546,0.5071383460935881,19.402386797366546,827
25601,517,48,96.03,0,0,prime,False,6,517,77.55,0,0.0,0,0.03,77.55,0.5080551974843595,19.399997059370612,0.5080551974843595,19.399997059370612,817
14386,584,24,99.08,0,0,prime,False,6,584,87.6,0,0.0,0,0.03,87.6,0.508147950220135,19.39818291583569,0.508147950220135,19.39818291583569,884
13471,530,153,98.37,0,0,prime,True,6,530,79.5,0,0.0,0,0.03,79.5,0.5070483999666024,19.396696260396435,0.5070483999666024,19.396696260396435,830
15818,527,162,99.22,0,0,prime,True,6,527,79.05,0,0.0,0,0.03,79.05,0.5069870682473191,19.39659912362862,0.5069870682473191,19.39659912362862,827
1726,505,210,96.72,0,0,prime,True,6,505,75.75,0,0.0,0,0.03,75.75,0.5065396748498252,19.395961007852986,0.5065396748498252,19.395961007852986,805
14630,562,79,97.39,0,0,prime,True,6,562,84.3,0,0.0,0,0.03,84.3,0.5076488820906349,19.395645947625336,0.5076488820906349,19.395645947625336,862
27668,506,212,98.12,0,0,prime,True,6,506,75.89999999999999,0,0.0,0,0.03,75.89999999999999,0.5065448772424698,19.395411182091213,0.5065448772424698,19.395411182091213,806
22814,565,76,96.6,0,0,prime,True,6,565,84.75,0,0.0,0,0.03,84.75,0.5076534388842058,19.388573577243573,0.5076534388842058,19.388573577243573,865
4447,560,106,98.47,0,0,prime,True,6,560,84.0,0,0.0,0,0.03,84.0,0.5074152456074563,19.388220078413156,0.5074152456074563,19.388220078413156,860
26315,518,203,97.11,0,0,prime,True,6,518,77.7,0,0.0,0,0.03,77.7,0.5065763448909504,19.38762713489298,0.5065763448909504,19.38762713489298,818
24408,507,234,98.62,0,0,prime,True,6,507,76.05,0,0.0,0,0.03,76.05,0.5063392253404341,19.386788121783706,0.5063392253404341,19.386788121783706,807
30594,593,41,99.35,0,0,prime,False,6,593,88.95,0,0.0,0,0.03,88.95,0.5079623402963143,19.384337246385464,0.5079623402963143,19.384337246385464,893
7169,548,98,96.45,0,0,prime,True,6,548,82.2,0,0.0,0,0.03,82.2,0.50748848234851,19.3841285224669,0.50748848234851,19.3841285224669,848
30422,556,132,99.67,0,0,prime,True,6,556,83.39999999999999,0,0.0,0,0.03,83.39999999999999,0.5071995592274875,19.382978748047194,0.5071995592274875,19.382978748047194,856
12410,567,111,97.79,0,0,prime,True,6,567,85.05,0,0.0,0,0.03,85.05,0.507332816644706,19.379819113080792,0.507332816644706,19.379819113080792,867
28773,511,93,95.9,0,0,prime,True,6,511,76.64999999999999,0,0.0,0,0.03,76.64999999999999,0.5076358346185966,19.379725207924338,0.5076358346185966,19.379725207924338,811
12760,591,56,97.81,0,0,prime,False,6,591,88.64999999999999,0,0.0,0,0.03,88.64999999999999,0.5077931672709145,19.379383192999036,0.5077931672709145,19.379383192999036,891
15083,609,26,99.3,0,0,prime,False,6,609,91.35,0,0.0,0,0.03,91.35,0.5080587269641497,19.375995141281305,0.5080587269641497,19.375995141281305,909
21810,558,148,98.88,0,0,prime,True,6,558,83.7,0,0.0,0,0.03,83.7,0.5070235689784791,19.374753682192747,0.5070235689784791,19.374753682192747,858
2190,510,53,95.59,0,0,prime,False,6,510,76.5,0,0.0,0,0.03,76.5,0.5080190509526109,19.373471375623694,0.5080190509526109,19.373471375623694,810
9088,545,92,96.22,0,0,prime,True,6,545,81.75,0,0.0,0,0.03,81.75,0.5075508250652337,19.372006755606748,0.5075508250652337,19.372006755606748,845
17882,541,38,95.89,0,0,prime,False,6,541,81.14999999999999,0,0.0,0,0.03,81.14999999999999,0.5080777732785995,19.371256175676628,0.5080777732785995,19.371256175676628,841
15644,623,21,99.92,0,0,prime,False,6,623,93.45,0,0.0,0,0.03,93.45,0.5080776240932618,19.366197660937637,0.5080776240932618,19.366197660937637,923
9289,566,156,98.56,0,0,prime,True,6,566,84.89999999999999,0,0.0,0,0.03,84.89999999999999,0.5069162609910062,19.364656509163147,0.5069162609910062,19.364656509163147,866
28302,620,36,99.16,0,0,prime,False,6,620,93.0,0,0.0,0,0.03,93.0,0.5079267359429116,19.36269953923148,0.5079267359429116,19.36269953923148,920
9967,573,144,98.09,0,0,prime,True,6,573,85.95,0,0.0,0,0.03,85.95,0.507002153762328,19.362689739270262,0.507002153762328,19.362689739270262,873
6480,567,159,96.84,0,0,prime,True,6,567,85.05,0,0.0,0,0.03,85.05,0.5068505424636603,19.36139651930224,0.5068505424636603,19.36139651930224,867
30960,511,293,97.37,0,0,prime,True,6,511,76.64999999999999,0,0.0,0,0.03,76.64999999999999,0.505732903664512,19.360581869704575,0.505732903664512,19.360581869704575,811
29652,568,165,98.04,0,0,prime,True,6,568,85.2,0,0.0,0,0.03,85.2,0.5068131820778781,19.359219946411933,0.5068131820778781,19.359219946411933,868
4499,634,15,99.13,0,0,prime,False,6,634,95.1,0,0.0,0,0.03,95.1,0.5080874028690378,19.35830596232542,0.5080874028690378,19.35830596232542,934
9039,638,9,98.75,0,0,prime,False,6,638,95.7,0,0.0,0,0.03,95.7,0.5081260148572426,19.356771615910702,0.5081260148572426,19.356771615910702,938
8711,542,220,96.61,0,0,prime,True,6,542,81.3,0,0.0,0,0.03,81.3,0.5063310581515105,19.35615325967725,0.5063310581515105,19.35615325967725,842
27363,553,206,96.8,0,0,prime,True,6,553,82.95,0,0.0,0,0.03,82.95,0.5064373540384512,19.3560971706967,0.5064373540384512,19.3560971706967,853
7101,581,148,96.96,0,0,prime,True,6,581,87.14999999999999,0,0.0,0,0.03,87.14999999999999,0.5069175766054557,19.35346303369377,0.5069175766054557,19.35346303369377,881
4545,586,158,99.63,0,0,prime,True,6,586,87.89999999999999,0,0.0,0,0.03,87.89999999999999,0.506858567527157,19.347462667998517,0.506858567527157,19.347462667998517,886
20336,651,11,97.34,0,0,prime,False,6,651,97.64999999999999,0,0.0,0,0.03,97.64999999999999,0.5080404170364422,19.3437446623258,0.5080404170364422,19.3437446623258,951
24222,565,219,98.85,0,0,prime,True,6,565,84.75,0,0.0,0,0.03,84.75,0.5063164063048995,19.342490214586203,0.5063164063048995,19.342490214586203,865
30196,509,352,97.82,0,0,prime,True,6,509,76.35,0,0.0,0,0.03,76.35,0.5051777649224217,19.340823941383682,0.5051777649224217,19.340823941383682,809
30390,615,105,97.89,0,0,prime,True,6,615,92.25,0,0.0,0,0.03,92.25,0.5072502103763051,19.34066004593585,0.5072502103763051,19.34066004593585,915
10362,511,107,95.4,0,0,prime,True,6,511,76.64999999999999,0,0.0,0,0.03,76.64999999999999,0.5074907983458647,19.339173184347185,0.5074907983458647,19.339173184347185,811
12259,561,247,97.66,0,0,prime,True,6,561,84.14999999999999,0,0.0,0,0.03,84.14999999999999,0.5060344583250149,19.334712236918204,0.5060344583250149,19.334712236918204,861
1272,627,97,99.74,0,0,prime,True,6,627,94.05,0,0.0,0,0.03,94.05,0.507328173582402,19.334630389163536,0.507328173582402,19.334630389163536,927
21813,603,153,99.59,0,0,prime,True,6,603,90.45,0,0.0,0,0.03,90.45,0.5068555989218505,19.33460801285908,0.5068555989218505,19.33460801285908,903
13136,561,248,97.84,0,0,prime,True,6,561,84.14999999999999,0,0.0,0,0.03,84.14999999999999,0.5060283335157525,19.334478218418777,0.5060283335157525,19.334478218418777,861
1049,534,330,99.86,0,0,prime,True,6,534,80.1,0,0.0,0,0.03,80.1,0.505356098461771,19.32896964282592,0.505356098461771,19.32896964282592,834
16470,532,94,95.47,0,0,prime,True,6,532,79.8,0,0.0,0,0.03,79.8,0.5075553812162086,19.328512687436316,0.5075553812162086,19.328512687436316,832
19600,651,57,98.61,0,0,prime,False,6,651,97.64999999999999,0,0.0,0,0.03,97.64999999999999,0.5076210686069961,19.327777883558333,0.5076210686069961,19.327777883558333,951
21978,614,147,98.15,0,0,prime,True,6,614,92.1,0,0.0,0,0.03,92.1,0.5068526154903144,19.326249858676647,0.5068526154903144,19.326249858676647,914
14167,676,7,97.76,0,0,prime,False,6,676,101.39999999999999,0,0.0,0,0.03,101.39999999999999,0.5080130694611892,19.323923344694215,0.5080130694611892,19.323923344694215,976
24696,572,165,96.18,0,0,prime,True,6,572,85.8,0,0.0,0,0.03,85.8,0.5067647832021711,19.317671712547764,0.5067647832021711,19.317671712547764,872
8909,529,347,96.57,0,0,prime,True,6,529,79.35,0,0.0,0,0.03,79.35,0.505142126911954,19.317626184344846,0.505142126911954,19.317626184344846,829
21768,512,180,95.47,0,0,prime,True,6,512,76.8,0,0.0,0,0.03,76.8,0.5067841153101567,19.316281590823632,0.5067841153101567,19.316281590823632,812
2788,566,288,98.92,0,0,prime,True,6,566,84.89999999999999,0,0.0,0,0.03,84.89999999999999,0.5056483177258337,19.31621993749908,0.5056483177258337,19.31621993749908,866
16653,622,158,98.64,0,0,prime,True,6,622,93.3,0,0.0,0,0.03,93.3,0.5067322342845606,19.315665267758607,0.5067322342845606,19.315665267758607,922
22173,644,76,96.53,0,0,prime,True,6,644,96.6,0,0.0,0,0.03,96.6,0.507417500902828,19.31407325015584,0.507417500902828,19.31407325015584,944
22272,563,71,95.56,0,0,prime,True,6,563,84.45,0,0.0,0,0.03,84.45,0.5076872496414482,19.313646963529756,0.5076872496414482,19.313646963529756,863
29009,517,30,94.71,0,0,prime,False,6,517,77.55,0,0.0,0,0.03,77.55,0.5082031277843743,19.312362042574893,0.5082031277843743,19.312362042574893,817
22997,668,21,96.5,0,0,prime,False,6,668,100.2,0,0.0,0,0.03,100.2,0.5078768674523395,19.310711758909573,0.5078768674523395,19.310711758909573,968
15973,631,154,99.9,0,0,prime,True,6,631,94.64999999999999,0,0.0,0,0.03,94.64999999999999,0.5067688870424509,19.310318139848192,0.5067688870424509,19.310318139848192,931
18749,661,55,96.54,0,0,prime,False,6,661,99.14999999999999,0,0.0,0,0.03,99.14999999999999,0.5075700508260783,19.30774678731012,0.5075700508260783,19.30774678731012,961
12602,679,43,96.77,0,0,prime,False,6,679,101.85,0,0.0,0,0.03,101.85,0.5076370238502385,19.307367293104555,0.5076370238502385,19.307367293104555,979
19436,695,10,98.98,0,0,prime,False,6,695,104.25,0,0.0,0,0.03,104.25,0.5079516356741632,19.307315397245475,0.5079516356741632,19.307315397245475,995
4032,658,98,99.29,0,0,prime,True,6,658,98.7,0,0.0,0,0.03,98.7,0.5072176338866042,19.30716684124307,0.5072176338866042,19.30716684124307,958
27402,592,260,99.06,0,0,prime,True,6,592,88.8,0,0.0,0,0.03,88.8,0.5058443255856032,19.304259738992474,0.5058443255856032,19.304259738992474,892
7502,605,231,97.28,0,0,prime,True,6,605,90.75,0,0.0,0,0.03,90.75,0.5060508918527514,19.302414905956446,0.5060508918527514,19.302414905956446,905
24415,660,106,98.95,0,0,prime,True,6,660,99.0,0,0.0,0,0.03,99.0,0.5071277497668386,19.302245629067745,0.5071277497668386,19.302245629067745,960
19012,701,9,97.49,0,0,prime,False,6,701,105.14999999999999,0,0.0,0,0.03,105.14999999999999,0.5079142247548404,19.301387067023548,0.5079142247548404,19.301387067023548,1001
14460,564,338,98.74,0,0,prime,True,6,564,84.6,0,0.0,0,0.03,84.6,0.5051677429742363,19.299355539746532,0.5051677429742363,19.299355539746532,864
16031,518,193,95.31,0,0,prime,True,6,518,77.7,0,0.0,0,0.03,77.7,0.506637591201094,19.294269604345423,0.506637591201094,19.294269604345423,818
4359,627,207,99.09,0,0,prime,True,6,627,94.05,0,0.0,0,0.03,94.05,0.5062529285590301,19.293652051694355,0.5062529285590301,19.293652051694355,927
12997,671,38,96.39,0,0,prime,False,6,671,100.64999999999999,0,0.0,0,0.03,100.64999999999999,0.50770160808327,19.29245862450429,0.50770160808327,19.29245862450429,971
14142,602,266,97.4,0,0,prime,True,6,602,90.3,0,0.0,0,0.03,90.3,0.5057240783899791,19.292192637425657,0.5057240783899791,19.292192637425657,902
4251,652,11,96.06,0,0,prime,False,6,652,97.8,0,0.0,0,0.03,97.8,0.5080123165770766,19.29168400840441,0.5080123165770766,19.29168400840441,952
19159,570,114,95.56,0,0,prime,True,6,570,85.5,0,0.0,0,0.03,85.5,0.5072511474969239,19.291108788169815,0.5072511474969239,19.291108788169815,870
26278,626,216,97.69,0,0,prime,True,6,626,93.89999999999999,0,0.0,0,0.03,93.89999999999999,0.5061414745527674,19.290152896394524,0.5061414745527674,19.290152896394524,926
22064,610,260,98.61,0,0,prime,True,6,610,91.5,0,0.0,0,0.03,91.5,0.5057820394680932,19.288420492548163,0.5057820394680932,19.288420492548163,910
23298,607,270,99.23,0,0,prime,True,6,607,91.05,0,0.0,0,0.03,91.05,0.5057065279581464,19.28778417231975,0.5057065279581464,19.28778417231975,907
8117,709,30,98.02,0,0,prime,False,6,709,106.35,0,0.0,0,0.03,106.35,0.5076980524592556,19.287166354202544,0.5076980524592556,19.287166354202544,1009
13641,616,253,98.51,0,0,prime,True,6,616,92.39999999999999,0,0.0,0,0.03,92.39999999999999,0.5058298751130774,19.285756901917836,0.5058298751130774,19.285756901917836,916
11352,675,119,99.85,0,0,prime,True,6,675,101.25,0,0.0,0,0.03,101.25,0.5069753183766189,19.28519878688741,0.5069753183766189,19.28519878688741,975
4094,585,327,97.91,0,0,prime,True,6,585,87.75,0,0.0,0,0.03,87.75,0.5051953410137403,19.284722145184652,0.5051953410137403,19.284722145184652,885
26198,674,118,97.14,0,0,prime,True,6,674,101.1,0,0.0,0,0.03,101.1,0.5069347351961104,19.284404621674582,0.5069347351961104,19.284404621674582,974
21273,549,312,96.18,0,0,prime,True,6,549,82.35,0,0.0,0,0.03,82.35,0.5054131658061064,19.28434167187555,0.5054131658061064,19.28434167187555,849
4226,705,46,97.09,0,0,prime,False,6,705,105.75,0,0.0,0,0.03,105.75,0.5075371335075969,19.28405512622355,0.5075371335075969,19.28405512622355,1005
9031,686,103,97.21,0,0,prime,True,6,686,102.89999999999999,0,0.0,0,0.03,102.89999999999999,0.5070453609947659,19.279615705616866,0.5070453609947659,19.279615705616866,986
23261,584,329,96.61,0,0,prime,True,6,584,87.6,0,0.0,0,0.03,87.6,0.505153463258116,19.279549633774803,0.505153463258116,19.279549633774803,884
10335,581,359,99.13,0,0,prime,True,6,581,87.14999999999999,0,0.0,0,0.03,87.14999999999999,0.5049220650330045,19.277276960783535,0.5049220650330045,19.277276960783535,881
5438,544,54,94.72,0,0,prime,False,6,544,81.6,0,0.0,0,0.03,81.6,0.5078913623312936,19.27620637701832,0.5078913623312936,19.27620637701832,844
25530,576,323,96.43,0,0,prime,True,6,576,86.39999999999999,0,0.0,0,0.03,86.39999999999999,0.505231642762432,19.2749525478614,0.505231642762432,19.2749525478614,876
29099,686,121,98.83,0,0,prime,True,6,686,102.89999999999999,0,0.0,0,0.03,102.89999999999999,0.5069033109128193,19.274214470931454,0.5069033109128193,19.274214470931454,986
21138,516,149,94.74,0,0,prime,True,6,516,77.39999999999999,0,0.0,0,0.03,77.39999999999999,0.5070573292898926,19.271858694032847,0.5070573292898926,19.271858694032847,816
8108,735,16,97.1,0,0,prime,False,6,735,110.25,0,0.0,0,0.03,110.25,0.507738009405514,19.269163616274003,0.507738009405514,19.269163616274003,1035
1772,735,4,96.62,0,0,prime,False,6,735,110.25,0,0.0,0,0.03,110.25,0.5078444854051575,19.268992141841462,0.5078444854051575,19.268992141841462,1035
26262,636,249,96.8,0,0,prime,True,6,636,95.39999999999999,0,0.0,0,0.03,95.39999999999999,0.5057755459901268,19.268727627853494,0.5057755459901268,19.268727627853494,936
26185,693,110,96.64,0,0,prime,True,6,693,103.95,0,0.0,0,0.03,103.95,0.5069457724567377,19.268279593134146,0.5069457724567377,19.268279593134146,993
30515,614,223,96.26,0,0,prime,True,6,614,92.1,0,0.0,0,0.03,92.1,0.5060814128247104,19.26468265563751,0.5060814128247104,19.26468265563751,914
19661,523,106,94.45,0,0,prime,True,6,523,78.45,0,0.0,0,0.03,78.45,0.5074461740017592,19.259550380792934,0.5074461740017592,19.259550380792934,823
10936,609,348,98.62,0,0,prime,True,6,609,91.35,0,0.0,0,0.03,91.35,0.5049351603956416,19.256870702623345,0.5049351603956416,19.256870702623345,909
27334,720,90,98.88,0,0,prime,True,6,720,108.0,0,0.0,0,0.03,108.0,0.5071027614953215,19.256303165443445,0.5071027614953215,19.256303165443445,1020
6444,653,245,97.73,0,0,prime,True,6,653,97.95,0,0.0,0,0.03,97.95,0.5057819650466079,19.256257826615755,0.5057819650466079,19.256257826615755,953
28427,730,67,98.99,0,0,prime,True,6,730,109.5,0,0.0,0,0.03,109.5,0.5072973794851715,19.256191990662675,0.5072973794851715,19.256191990662675,1030
4145,653,246,97.49,0,0,prime,True,6,653,97.95,0,0.0,0,0.03,97.95,0.505767592900185,19.255710646652517,0.505767592900185,19.255710646652517,953
29991,627,310,99.03,0,0,prime,True,6,627,94.05,0,0.0,0,0.03,94.05,0.5052568290445315,19.2556900047462,0.5052568290445315,19.2556900047462,927
16599,568,317,96.04,0,0,prime,True,6,568,85.2,0,0.0,0,0.03,85.2,0.5053056982940671,19.254737798175242,0.5053056982940671,19.254737798175242,868
22201,605,139,95.64,0,0,prime,True,6,605,90.75,0,0.0,0,0.03,90.75,0.506907325550531,19.25458654658611,0.506907325550531,19.25458654658611,905
17668,704,140,99.81,0,0,prime,True,6,704,105.6,0,0.0,0,0.03,105.6,0.5066855867480041,19.252449541334794,0.5066855867480041,19.252449541334794,1004
9401,596,263,96.07,0,0,prime,True,6,596,89.39999999999999,0,0.0,0,0.03,89.39999999999999,0.5057447569951753,19.25127629101668,0.5057447569951753,19.25127629101668,896
26238,701,148,97.82,0,0,prime,True,6,701,105.14999999999999,0,0.0,0,0.03,105.14999999999999,0.5065781479164104,19.250614446464894,0.5065781479164104,19.250614446464894,1001
22246,661,240,96.91,0,0,prime,True,6,661,99.14999999999999,0,0.0,0,0.03,99.14999999999999,0.5057904048667152,19.250595825945492,0.5057904048667152,19.250595825945492,961
13980,570,149,95.17,0,0,prime,True,6,570,85.5,0,0.0,0,0.03,85.5,0.5069054326449153,19.248611077602806,0.5069054326449153,19.248611077602806,870
2739,645,291,99.89,0,0,prime,True,6,645,96.75,0,0.0,0,0.03,96.75,0.5054037983930622,19.247838921134097,0.5054037983930622,19.247838921134097,945
4578,636,309,97.87,0,0,prime,True,6,636,95.39999999999999,0,0.0,0,0.03,95.39999999999999,0.5052169844328009,19.24744789102788,0.5052169844328009,19.24744789102788,936
25905,632,328,99.44,0,0,prime,True,6,632,94.8,0,0.0,0,0.03,94.8,0.5050761583026241,19.245070220356986,0.5050761583026241,19.245070220356986,932
20500,633,325,97.28,0,0,prime,True,6,633,94.95,0,0.0,0,0.03,94.95,0.505059752141321,19.243698256379826,0.505059752141321,19.243698256379826,933
3220,769,11,99.73,0,0,prime,False,6,769,115.35,0,0.0,0,0.03,115.35,0.5077369893368496,19.243597911766464,0.5077369893368496,19.243597911766464,1069
13814,635,326,99.53,0,0,prime,True,6,635,95.25,0,0.0,0,0.03,95.25,0.5050883364764972,19.24329361711586,0.5050883364764972,19.24329361711586,935
24350,664,259,99.9,0,0,prime,True,6,664,99.6,0,0.0,0,0.03,99.6,0.5056566798269986,19.243263041478123,0.5056566798269986,19.243263041478123,964
27325,693,189,98.72,0,0,prime,True,6,693,103.95,0,0.0,0,0.03,103.95,0.5062235505367542,19.24312774224929,0.5062235505367542,19.24312774224929,993
20672,756,42,96.83,0,0,prime,False,6,756,113.39999999999999,0,0.0,0,0.03,113.39999999999999,0.5074192350938849,19.241309009075376,0.5074192350938849,19.241309009075376,1056
16652,560,104,94.72,0,0,prime,True,6,560,84.0,0,0.0,0,0.03,84.0,0.5073609327953972,19.241266876583946,0.5073609327953972,19.241266876583946,860
30922,738,90,99.26,0,0,prime,True,6,738,110.7,0,0.0,0,0.03,110.7,0.5070567765155448,19.241060784852927,0.5070567765155448,19.241060784852927,1038
8686,605,196,95.72,0,0,prime,True,6,605,90.75,0,0.0,0,0.03,90.75,0.5063583326853022,19.239998948681492,0.5063583326853022,19.239998948681492,905
16863,649,169,96.09,0,0,prime,True,6,649,97.35,0,0.0,0,0.03,97.35,0.5064957429726288,19.23897169013244,0.5064957429726288,19.23897169013244,949
23249,676,243,99.12,0,0,prime,True,6,676,101.39999999999999,0,0.0,0,0.03,101.39999999999999,0.5057602813425303,19.238231248301943,0.5057602813425303,19.238231248301943,976
30283,651,299,97.73,0,0,prime,True,6,651,97.64999999999999,0,0.0,0,0.03,97.64999999999999,0.5052662891883068,19.23811916688194,0.5052662891883068,19.23811916688194,951
20288,707,172,99.23,0,0,prime,True,6,707,106.05,0,0.0,0,0.03,106.05,0.5063561998671449,19.23768762549275,0.5063561998671449,19.23768762549275,1007
19345,624,183,95.84,0,0,prime,True,6,624,93.6,0,0.0,0,0.03,93.6,0.5064298400989773,19.23647589310159,0.5064298400989773,19.23647589310159,924
14112,767,38,98.44,0,0,prime,False,6,767,115.05,0,0.0,0,0.03,115.05,0.5074568201834085,19.23448005806571,0.5074568201834085,19.23448005806571,1067
9597,687,240,98.89,0,0,prime,True,6,687,103.05,0,0.0,0,0.03,103.05,0.5057520794387695,19.22969281573124,0.5057520794387695,19.22969281573124,987
29069,665,291,97.48,0,0,prime,True,6,665,99.75,0,0.0,0,0.03,99.75,0.5052970840476003,19.228831083902218,0.5052970840476003,19.228831083902218,965
17220,718,168,97.45,0,0,prime,True,6,718,107.7,0,0.0,0,0.03,107.7,0.5063272218640691,19.228350879873048,0.5063272218640691,19.228350879873048,1018
5150,770,58,98.32,0,0,prime,False,6,770,115.5,0,0.0,0,0.03,115.5,0.507252383983245,19.22448094223403,0.507252383983245,19.22448094223403,1070
20545,762,78,96.79,0,0,prime,True,6,762,114.3,0,0.0,0,0.03,114.3,0.5070529216048503,19.222919728000978,0.5070529216048503,19.222919728000978,1062
24530,657,331,99.84,0,0,prime,True,6,657,98.55,0,0.0,0,0.03,98.55,0.5049807955510426,19.222768627530613,0.5049807955510426,19.222768627530613,957
21041,763,81,98.9,0,0,prime,True,6,763,114.45,0,0.0,0,0.03,114.45,0.5070624059464386,19.222529493187846,0.5070624059464386,19.222529493187846,1063
7957,651,345,98.13,0,0,prime,True,6,651,97.64999999999999,0,0.0,0,0.03,97.64999999999999,0.5048297964795311,19.221499616109234,0.5048297964795311,19.221499616109234,951
30833,709,212,97.67,0,0,prime,True,6,709,106.35,0,0.0,0,0.03,106.35,0.505933258797579,19.220122825536794,0.505933258797579,19.220122825536794,1009
13659,660,336,97.0,0,0,prime,True,6,660,99.0,0,0.0,0,0.03,99.0,0.5048678187963311,19.216228362772362,0.5048678187963311,19.216228362772362,960
19740,681,299,97.12,0,0,prime,True,6,681,102.14999999999999,0,0.0,0,0.03,102.14999999999999,0.505165225411501,19.211861412672352,0.505165225411501,19.211861412672352,981
30947,608,241,95.59,0,0,prime,True,6,608,91.2,0,0.0,0,0.03,91.2,0.5059122052271573,19.21034067861134,0.5059122052271573,19.21034067861134,908
4363,701,260,97.4,0,0,prime,True,6,701,105.14999999999999,0,0.0,0,0.03,105.14999999999999,0.5054880588155585,19.209189673053118,0.5054880588155585,19.209189673053118,1001
3344,746,150,96.65,0,0,prime,True,6,746,111.89999999999999,0,0.0,0,0.03,111.89999999999999,0.5064022360374197,19.208716053002405,0.5064022360374197,19.208716053002405,1046
26078,695,280,99.03,0,0,prime,True,6,695,104.25,0,0.0,0,0.03,104.25,0.5053446918808886,19.208225085285278,0.5053446918808886,19.208225085285278,995
11275,684,305,98.6,0,0,prime,True,6,684,102.6,0,0.0,0,0.03,102.6,0.5051274212961216,19.208182884860364,0.5051274212961216,19.208182884860364,984
2313,784,71,97.36,0,0,prime,True,6,784,117.6,0,0.0,0,0.03,117.6,0.507066401777292,19.206935125694244,0.507066401777292,19.206935125694244,1084
21838,675,46,95.44,0,0,prime,False,6,675,101.25,0,0.0,0,0.03,101.25,0.5075938112546349,19.20468538711028,0.5075938112546349,19.20468538711028,975
20956,790,68,98.88,0,0,prime,True,6,790,118.5,0,0.0,0,0.03,118.5,0.5071074078950084,19.203989200098427,0.5071074078950084,19.203989200098427,1090
11420,631,125,95.25,0,0,prime,True,6,631,94.64999999999999,0,0.0,0,0.03,94.64999999999999,0.5069576909844048,19.203114677351856,0.5069576909844048,19.203114677351856,931
5183,590,349,95.78,0,0,prime,True,6,590,88.5,0,0.0,0,0.03,88.5,0.5049261527516722,19.202657779054,0.5049261527516722,19.202657779054,890
2445,750,164,97.41,0,0,prime,True,6,750,112.5,0,0.0,0,0.03,112.5,0.5062700535554481,19.202223857695355,0.5062700535554481,19.202223857695355,1050
1158,702,258,96.58,0,0,prime,True,6,702,105.3,0,0.0,0,0.03,105.3,0.5054883064316944,19.20092151432086,0.5054883064316944,19.20092151432086,1002
